# Frequency(THz) spec_cv(J/Kg.K.THz) cum_cv(J/Kg.K)
36.023424 0.732959 424.119606
36.027424 0.745690 424.137852
36.031423 0.758016 424.156435
36.035423 0.770938 424.175326
36.039423 0.783295 424.194538
36.043423 0.795224 424.214073
36.047423 0.806121 424.233910
36.051423 0.816936 424.254037
36.055423 0.827511 424.274433
36.059423 0.837023 424.295098
36.063423 0.846142 424.316018
36.067423 0.854560 424.337168
36.071423 0.863050 424.358541
36.075423 0.870320 424.380124
36.079423 0.876481 424.401909
36.083423 0.882925 424.423862
36.087423 0.889391 424.445970
36.091423 0.894846 424.468242
36.095422 0.900823 424.490666
36.099422 0.908058 424.513221
36.103422 0.913342 424.535949
36.107422 0.917778 424.558849
36.111422 0.922289 424.581861
36.115422 0.926260 424.604982
36.119422 0.930347 424.628212
36.123422 0.933468 424.651542
36.127422 0.935884 424.674965
36.131422 0.939505 424.698457
36.135422 0.943668 424.722021
36.139422 0.948166 424.745686
36.143422 0.952263 424.769459
36.147422 0.955691 424.793343
36.151422 0.960859 424.817320
36.155422 0.964888 424.841396
36.159421 0.969679 424.865598
36.163421 0.973701 424.889897
36.167421 0.977854 424.914319
36.171421 0.982259 424.938841
36.175421 0.986092 424.963472
36.179421 0.989255 424.988210
36.183421 0.991182 425.013034
36.187421 0.993347 425.037925
36.191421 0.995428 425.062863
36.195421 0.998388 425.087856
36.199421 1.002026 425.112909
36.203421 1.007113 425.138046
36.207421 1.011627 425.163290
36.211421 1.015209 425.188664
36.215421 1.018695 425.214136
36.219420 1.021791 425.239693
36.223420 1.023523 425.265329
36.227420 1.024575 425.291036
36.231420 1.025026 425.316775
36.235420 1.024973 425.342532
36.239420 1.023498 425.368294
36.243420 1.021639 425.394041
36.247420 1.018500 425.419741
36.251420 1.014640 425.445383
36.255420 1.010038 425.470934
36.259420 1.005255 425.496378
36.263420 0.999335 425.521704
36.267420 0.992897 425.546898
36.271420 0.986269 425.571935
36.275420 0.978858 425.596805
36.279420 0.972184 425.621501
36.283419 0.964875 425.646014
36.287419 0.956014 425.670351
36.291419 0.946715 425.694495
36.295419 0.936588 425.718406
36.299419 0.925940 425.742075
36.303419 0.914851 425.765481
36.307419 0.902823 425.788614
36.311419 0.890731 425.811458
36.315419 0.877888 425.833995
36.319419 0.864767 425.856221
36.323419 0.850841 425.878120
36.327419 0.837182 425.899680
36.331419 0.824076 425.920890
36.335419 0.809926 425.941765
36.339419 0.794681 425.962304
36.343419 0.780454 425.982470
36.347418 0.765807 426.002257
36.351418 0.750181 426.021684
36.355418 0.735198 426.040738
36.359418 0.720491 426.059402
36.363418 0.705272 426.077695
36.367418 0.690528 426.095613
36.371418 0.676654 426.113150
36.375418 0.663196 426.130329
36.379418 0.649618 426.147166
36.383418 0.635555 426.163663
36.387418 0.621904 426.179815
36.391418 0.608368 426.195616
36.395418 0.594301 426.211076
36.399418 0.581146 426.226191
36.403418 0.567678 426.240957
36.407417 0.555635 426.255394
36.411417 0.542662 426.269500
36.415417 0.529680 426.283303
36.419417 0.516860 426.296777
36.423417 0.504170 426.309928
36.427417 0.492791 426.322758
36.431417 0.482264 426.335284
36.435417 0.472422 426.347536
36.439417 0.462343 426.359531
36.443417 0.452743 426.371280
36.447417 0.443235 426.382779
36.451417 0.434783 426.394038
36.455417 0.424985 426.405070
36.459417 0.414815 426.415882
36.463417 0.404728 426.426436
36.467417 0.394534 426.436733
36.471416 0.384497 426.446777
36.475416 0.375492 426.456564
36.479416 0.366381 426.466112
36.483416 0.357976 426.475437
36.487416 0.349729 426.484538
36.491416 0.341239 426.493432
36.495416 0.332810 426.502116
36.499416 0.324628 426.510585
36.503416 0.317328 426.518846
36.507416 0.310740 426.526910
36.511416 0.304285 426.534801
36.515416 0.298009 426.542531
36.519416 0.292044 426.550099
36.523416 0.286306 426.557513
36.527416 0.280613 426.564780
36.531415 0.274404 426.571905
36.535415 0.268639 426.578879
36.539415 0.263265 426.585700
36.543415 0.257703 426.592383
36.547415 0.252412 426.598931
36.551415 0.247528 426.605341
36.555415 0.242553 426.611622
36.559415 0.237609 426.617781
36.563415 0.232843 426.623815
36.567415 0.228428 426.629726
36.571415 0.224144 426.635522
36.575415 0.219597 426.641208
36.579415 0.215151 426.646786
36.583415 0.210801 426.652249
36.587415 0.206863 426.657601
36.591415 0.203343 426.662849
36.595414 0.199798 426.668003
36.599414 0.196295 426.673068
36.603414 0.192857 426.678045
36.607414 0.189575 426.682935
36.611414 0.186168 426.687740
36.615414 0.182922 426.692462
36.619414 0.179688 426.697100
36.623414 0.176429 426.701656
36.627414 0.173289 426.706131
36.631414 0.170316 426.710526
36.635414 0.167581 426.714843
36.639414 0.164920 426.719089
36.643414 0.162365 426.723268
36.647414 0.159996 426.727380
36.651414 0.157763 426.731430
36.655414 0.155408 426.735423
36.659413 0.153052 426.739359
36.663413 0.150781 426.743235
36.667413 0.148560 426.747052
36.671413 0.146528 426.750814
36.675413 0.144539 426.754521
36.679413 0.142460 426.758179
36.683413 0.140475 426.761786
36.687413 0.138480 426.765341
36.691413 0.136577 426.768847
36.695413 0.134835 426.772303
36.699413 0.133138 426.775713
36.703413 0.131547 426.779081
36.707413 0.129959 426.782407
36.711413 0.128243 426.785693
36.715413 0.126741 426.788938
36.719412 0.125386 426.792142
36.723412 0.124071 426.795309
36.727412 0.122758 426.798444
36.731412 0.121598 426.801546
36.735412 0.120593 426.804616
36.739412 0.119610 426.807659
36.743412 0.118578 426.810677
36.747412 0.117486 426.813671
36.751412 0.116506 426.816637
36.755412 0.115515 426.819577
36.759412 0.114700 426.822493
36.763412 0.114074 426.825385
36.767412 0.113491 426.828260
36.771412 0.112835 426.831120
36.775412 0.112170 426.833964
36.779412 0.111554 426.836791
36.783411 0.111138 426.839602
36.787411 0.110806 426.842399
36.791411 0.110365 426.845188
36.795411 0.109937 426.847968
36.799411 0.109694 426.850737
36.803411 0.109463 426.853496
36.807411 0.109079 426.856250
36.811411 0.108798 426.858997
36.815411 0.108523 426.861735
36.819411 0.108301 426.864466
36.823411 0.108177 426.867190
36.827411 0.108043 426.869910
36.831411 0.107938 426.872627
36.835411 0.107909 426.875341
36.839411 0.107961 426.878054
36.843411 0.107935 426.880766
36.847410 0.107833 426.883479
36.851410 0.107825 426.886190
36.855410 0.107958 426.888900
36.859410 0.108099 426.891611
36.863410 0.107993 426.894326
36.867410 0.107968 426.897043
36.871410 0.108203 426.899757
36.875410 0.108480 426.902472
36.879410 0.108756 426.905195
36.883410 0.109225 426.907925
36.887410 0.109902 426.910664
36.891410 0.110420 426.913417
36.895410 0.110831 426.916186
36.899410 0.111345 426.918966
36.903410 0.112037 426.921758
36.907409 0.113084 426.924565
36.911409 0.114026 426.927392
36.915409 0.114935 426.930247
36.919409 0.115674 426.933124
36.923409 0.116505 426.936023
36.927409 0.117541 426.938941
36.931409 0.118468 426.941881
36.935409 0.119763 426.944847
36.939409 0.121034 426.947839
36.943409 0.122145 426.950865
36.947409 0.123495 426.953921
36.951409 0.125300 426.957008
36.955409 0.126820 426.960133
36.959409 0.128481 426.963302
36.963409 0.130478 426.966509
36.967409 0.132843 426.969762
36.971408 0.135179 426.973070
36.975408 0.137158 426.976437
36.979408 0.139163 426.979861
36.983408 0.141822 426.983334
36.987408 0.145627 426.986862
36.991408 0.148714 426.990472
36.995408 0.152115 426.994176
36.999408 0.155636 426.997955
37.003408 0.158726 427.001823
37.007408 0.162332 427.005774
37.011408 0.165642 427.009806
37.015408 0.170049 427.013928
37.019408 0.175275 427.018141
37.023408 0.179889 427.022479
37.027408 0.185810 427.026946
37.031407 0.192467 427.031539
37.035407 0.200043 427.036291
37.039407 0.207621 427.041221
37.043407 0.214995 427.046346
37.047407 0.223153 427.051657
37.051407 0.232318 427.057160
37.055407 0.241998 427.062881
37.059407 0.252386 427.068841
37.063407 0.263268 427.075053
37.067407 0.274415 427.081532
37.071407 0.287145 427.088288
37.075407 0.301079 427.095339
37.079407 0.314885 427.102728
37.083407 0.330391 427.110472
37.087407 0.347938 427.118577
37.091407 0.365819 427.127096
37.095406 0.382481 427.136065
37.099406 0.400641 427.145471
37.103406 0.420253 427.155309
37.107406 0.439600 427.165622
37.111406 0.459679 427.176428
37.115406 0.480141 427.187725
37.119406 0.501313 427.199534
37.123406 0.523168 427.211865
37.127406 0.545711 427.224738
37.131406 0.568353 427.238168
37.135406 0.590280 427.252168
37.139406 0.611337 427.266731
37.143406 0.633466 427.281833
37.147406 0.655366 427.297469
37.151406 0.676985 427.313665
37.155406 0.697505 427.330409
37.159405 0.716992 427.347684
37.163405 0.736671 427.365456
37.167405 0.757106 427.383723
37.171405 0.775976 427.402492
37.175405 0.793383 427.421760
37.179405 0.810520 427.441484
37.183405 0.826098 427.461640
37.187405 0.839499 427.482212
37.191405 0.852676 427.503147
37.195405 0.864737 427.524408
37.199405 0.875155 427.545992
37.203405 0.884483 427.567861
37.207405 0.892544 427.589976
37.211405 0.898356 427.612309
37.215405 0.903028 427.634819
37.219404 0.906871 427.657456
37.223404 0.908160 427.680196
37.227404 0.907670 427.703013
37.231404 0.906311 427.725835
37.235404 0.903122 427.748631
37.239404 0.896800 427.771372
37.243404 0.889724 427.794000
37.247404 0.881325 427.816452
37.251404 0.871620 427.838711
37.255404 0.861258 427.860742
37.259404 0.849357 427.882518
37.263404 0.837127 427.904018
37.267404 0.823268 427.925209
37.271404 0.807688 427.946077
37.275404 0.792081 427.966576
37.279404 0.775088 427.986680
37.283403 0.756846 428.006379
37.287403 0.737611 428.025628
37.291403 0.718340 428.044409
37.295403 0.699341 428.062705
37.299403 0.680150 428.080519
37.303403 0.660405 428.097855
37.307403 0.640566 428.114703
37.311403 0.620910 428.131051
37.315403 0.601433 428.146903
37.319403 0.582426 428.162263
37.323403 0.563224 428.177138
37.327403 0.544012 428.191535
37.331403 0.525986 428.205448
37.335403 0.507391 428.218892
37.339403 0.487812 428.231883
37.343403 0.468709 428.244391
37.347402 0.451900 428.256407
37.351402 0.435068 428.267968
37.355402 0.417677 428.279119
37.359402 0.401519 428.289836
37.363402 0.385872 428.300124
37.367402 0.371343 428.310017
37.371402 0.357179 428.319529
37.375402 0.343005 428.328683
37.379402 0.328914 428.337483
37.383402 0.315274 428.345926
37.387402 0.302654 428.354020
37.391402 0.291341 428.361783
37.395402 0.279730 428.369244
37.399402 0.268804 428.376421
37.403402 0.258302 428.383310
37.407401 0.248954 428.389933
37.411401 0.240610 428.396302
37.415401 0.232195 428.402452
37.419401 0.222740 428.408396
37.423401 0.214457 428.414115
37.427401 0.207034 428.419602
37.431401 0.199231 428.424896
37.435401 0.192310 428.430005
37.439401 0.186627 428.434923
37.443401 0.180420 428.439682
37.447401 0.174624 428.444296
37.451401 0.169319 428.448754
37.455401 0.163644 428.453075
37.459401 0.158314 428.457262
37.463401 0.153997 428.461307
37.467401 0.149322 428.465228
37.471400 0.143775 428.469041
37.475400 0.139182 428.472726
37.479400 0.135485 428.476280
37.483400 0.131684 428.479729
37.487400 0.127869 428.483087
37.491400 0.124698 428.486348
37.495400 0.121604 428.489521
37.499400 0.118391 428.492617
37.503400 0.115272 428.495633
37.507400 0.112237 428.498569
37.511400 0.109396 428.501428
37.515400 0.106562 428.504212
37.519400 0.103759 428.506926
37.523400 0.101237 428.509569
37.527400 0.099137 428.512144
37.531399 0.096975 428.514661
37.535399 0.095208 428.517125
37.539399 0.093328 428.519538
37.543399 0.091407 428.521908
37.547399 0.089643 428.524229
37.551399 0.087832 428.526504
37.555399 0.085951 428.528735
37.559399 0.084124 428.530919
37.563399 0.082172 428.533055
37.567399 0.080396 428.535145
37.571399 0.078988 428.537187
37.575399 0.077471 428.539189
37.579399 0.075808 428.541157
37.583399 0.074287 428.543083
37.587399 0.073006 428.544969
37.591399 0.071654 428.546819
37.595398 0.070241 428.548638
37.599398 0.068919 428.550420
37.603398 0.067594 428.552169
37.607398 0.066519 428.553884
37.611398 0.065479 428.555568
37.615398 0.064342 428.557227
37.619398 0.063099 428.558859
37.623398 0.061919 428.560461
37.627398 0.060950 428.562031
37.631398 0.059958 428.563575
37.635398 0.058960 428.565095
37.639398 0.058037 428.566589
37.643398 0.057171 428.568059
37.647398 0.056233 428.569507
37.651398 0.055373 428.570932
37.655398 0.054587 428.572334
37.659397 0.053860 428.573716
37.663397 0.053078 428.575078
37.667397 0.052337 428.576422
37.671397 0.051601 428.577747
37.675397 0.050926 428.579053
37.679397 0.050376 428.580342
37.683397 0.049723 428.581614
37.687397 0.049152 428.582872
37.691397 0.048583 428.584114
37.695397 0.048044 428.585342
37.699397 0.047493 428.586556
37.703397 0.046978 428.587757
37.707397 0.046472 428.588944
37.711397 0.045994 428.590118
37.715397 0.045533 428.591280
37.719396 0.045152 428.592430
37.723396 0.044760 428.593569
37.727396 0.044363 428.594699
37.731396 0.043975 428.595819
37.735396 0.043573 428.596929
37.739396 0.043137 428.598029
37.743396 0.042680 428.599119
37.747396 0.042301 428.600198
37.751396 0.041945 428.601265
37.755396 0.041572 428.602324
37.759396 0.041216 428.603374
37.763396 0.040908 428.604414
37.767396 0.040615 428.605446
37.771396 0.040308 428.606470
37.775396 0.039985 428.607487
37.779396 0.039613 428.608496
37.783395 0.039280 428.609497
37.787395 0.038990 428.610487
37.791395 0.038755 428.611471
37.795395 0.038439 428.612448
37.799395 0.038152 428.613418
37.803395 0.037885 428.614380
37.807395 0.037626 428.615336
37.811395 0.037365 428.616285
37.815395 0.037131 428.617227
37.819395 0.036869 428.618163
37.823395 0.036633 428.619093
37.827395 0.036395 428.620016
37.831395 0.036177 428.620934
37.835395 0.035977 428.621846
37.839395 0.035758 428.622753
37.843395 0.035544 428.623654
37.847394 0.035343 428.624550
37.851394 0.035164 428.625441
37.855394 0.035003 428.626327
37.859394 0.034817 428.627208
37.863394 0.034617 428.628086
37.867394 0.034427 428.628958
37.871394 0.034248 428.629826
37.875394 0.034062 428.630689
37.879394 0.033844 428.631547
37.883394 0.033646 428.632401
37.887394 0.033449 428.633249
37.891394 0.033257 428.634092
37.895394 0.033063 428.634930
37.899394 0.032897 428.635764
37.903394 0.032737 428.636593
37.907393 0.032586 428.637417
37.911393 0.032426 428.638238
37.915393 0.032248 428.639055
37.919393 0.032109 428.639868
37.923393 0.031978 428.640676
37.927393 0.031813 428.641482
37.931393 0.031649 428.642283
37.935393 0.031497 428.643081
37.939393 0.031360 428.643874
37.943393 0.031227 428.644664
37.947393 0.031100 428.645451
37.951393 0.030968 428.646234
37.955393 0.030853 428.647014
37.959393 0.030762 428.647791
37.963393 0.030670 428.648565
37.967393 0.030569 428.649337
37.971392 0.030454 428.650107
37.975392 0.030350 428.650873
37.979392 0.030259 428.651637
37.983392 0.030144 428.652399
37.987392 0.030020 428.653158
37.991392 0.029908 428.653914
37.995392 0.029803 428.654667
37.999392 0.029682 428.655417
38.003392 0.029580 428.656165
38.007392 0.029493 428.656910
38.011392 0.029389 428.657652
38.015392 0.029288 428.658392
38.019392 0.029179 428.659129
38.023392 0.029064 428.659864
38.027392 0.028966 428.660596
38.031391 0.028857 428.661325
38.035391 0.028750 428.662052
38.039391 0.028634 428.662776
38.043391 0.028520 428.663497
38.047391 0.028420 428.664215
38.051391 0.028336 428.664930
38.055391 0.028245 428.665644
38.059391 0.028138 428.666355
38.063391 0.028047 428.667063
38.067391 0.027941 428.667769
38.071391 0.027853 428.668473
38.075391 0.027771 428.669174
38.079391 0.027689 428.669873
38.083391 0.027608 428.670570
38.087391 0.027509 428.671265
38.091391 0.027416 428.671957
38.095390 0.027313 428.672648
38.099390 0.027215 428.673335
38.103390 0.027129 428.674020
38.107390 0.027030 428.674703
38.111390 0.026932 428.675384
38.115390 0.026847 428.676062
38.119390 0.026778 428.676738
38.123390 0.026686 428.677412
38.127390 0.026598 428.678083
38.131390 0.026528 428.678753
38.135390 0.026442 428.679420
38.139390 0.026360 428.680086
38.143390 0.026292 428.680750
38.147390 0.026223 428.681411
38.151390 0.026162 428.682071
38.155390 0.026104 428.682730
38.159389 0.026033 428.683386
38.163389 0.025954 428.684041
38.167389 0.025883 428.684695
38.171389 0.025810 428.685346
38.175389 0.025754 428.685996
38.179389 0.025706 428.686644
38.183389 0.025651 428.687290
38.187389 0.025604 428.687936
38.191389 0.025556 428.688580
38.195389 0.025510 428.689223
38.199389 0.025445 428.689864
38.203389 0.025392 428.690505
38.207389 0.025359 428.691144
38.211389 0.025309 428.691781
38.215389 0.025243 428.692418
38.219388 0.025183 428.693053
38.223388 0.025121 428.693687
38.227388 0.025065 428.694319
38.231388 0.024999 428.694950
38.235388 0.024939 428.695579
38.239388 0.024887 428.696206
38.243388 0.024840 428.696832
38.247388 0.024788 428.697457
38.251388 0.024755 428.698081
38.255388 0.024704 428.698703
38.259388 0.024634 428.699325
38.263388 0.024583 428.699945
38.267388 0.024531 428.700563
38.271388 0.024483 428.701181
38.275388 0.024436 428.701797
38.279388 0.024386 428.702411
38.283387 0.024346 428.703025
38.287387 0.024311 428.703637
38.291387 0.024270 428.704249
38.295387 0.024233 428.704859
38.299387 0.024201 428.705468
