Frequency (THz), Spectral Heat Capacity (J/Kg/K/THz), Cumulative Heat Capacity (J/Kg/K)
9.073054799999999886e+01,7.299999999999999903e-05,4.375923460000000205e+02
9.073454800000000375e+01,7.200000000000000182e-05,4.375923480000000154e+02
9.073854799999999443e+01,7.200000000000000182e-05,4.375923500000000104e+02
9.074254799999999932e+01,7.100000000000000462e-05,4.375923510000000078e+02
9.074654800000000421e+01,7.100000000000000462e-05,4.375923530000000028e+02
9.075054799999999489e+01,6.999999999999999387e-05,4.375923549999999977e+02
9.075454799999999977e+01,6.999999999999999387e-05,4.375923569999999927e+02
9.075854800000000466e+01,6.899999999999999667e-05,4.375923579999999902e+02
9.076254799999999534e+01,6.899999999999999667e-05,4.375923599999999851e+02
9.076654800000000023e+01,6.799999999999999946e-05,4.375923619999999801e+02
9.077054800000000512e+01,6.700000000000000226e-05,4.375923639999999750e+02
9.077454799999999580e+01,6.700000000000000226e-05,4.375923649999999725e+02
9.077854800000000068e+01,6.600000000000000506e-05,4.375923670000000243e+02
9.078254699999999389e+01,6.600000000000000506e-05,4.375923690000000192e+02
9.078654699999999877e+01,6.600000000000000506e-05,4.375923700000000167e+02
9.079054700000000366e+01,6.499999999999999431e-05,4.375923720000000117e+02
9.079454699999999434e+01,6.499999999999999431e-05,4.375923740000000066e+02
9.079854699999999923e+01,6.399999999999999710e-05,4.375923750000000041e+02
9.080254700000000412e+01,6.399999999999999710e-05,4.375923769999999990e+02
9.080654699999999480e+01,6.399999999999999710e-05,4.375923789999999940e+02
9.081054699999999968e+01,6.299999999999999990e-05,4.375923799999999915e+02
9.081454700000000457e+01,6.299999999999999990e-05,4.375923819999999864e+02
9.081854699999999525e+01,6.200000000000000270e-05,4.375923829999999839e+02
9.082254700000000014e+01,6.200000000000000270e-05,4.375923849999999788e+02
9.082654700000000503e+01,6.200000000000000270e-05,4.375923859999999763e+02
9.083054699999999571e+01,6.099999999999999872e-05,4.375923880000000281e+02
9.083454700000000059e+01,6.099999999999999872e-05,4.375923900000000231e+02
9.083854700000000548e+01,6.099999999999999872e-05,4.375923910000000205e+02
9.084254699999999616e+01,6.000000000000000152e-05,4.375923930000000155e+02
9.084654600000000357e+01,6.000000000000000152e-05,4.375923940000000130e+02
9.085054599999999425e+01,6.000000000000000152e-05,4.375923960000000079e+02
9.085454599999999914e+01,5.899999999999999754e-05,4.375923970000000054e+02
9.085854600000000403e+01,5.899999999999999754e-05,4.375923990000000003e+02
9.086254599999999471e+01,5.899999999999999754e-05,4.375923999999999978e+02
9.086654599999999959e+01,5.800000000000000034e-05,4.375924019999999928e+02
9.087054600000000448e+01,5.800000000000000034e-05,4.375924029999999902e+02
9.087454599999999516e+01,5.800000000000000034e-05,4.375924049999999852e+02
9.087854600000000005e+01,5.700000000000000314e-05,4.375924059999999827e+02
9.088254600000000494e+01,5.700000000000000314e-05,4.375924069999999801e+02
9.088654599999999562e+01,5.700000000000000314e-05,4.375924089999999751e+02
9.089054600000000050e+01,5.599999999999999916e-05,4.375924099999999726e+02
9.089454600000000539e+01,5.599999999999999916e-05,4.375924120000000244e+02
9.089854599999999607e+01,5.599999999999999916e-05,4.375924130000000218e+02
9.090254600000000096e+01,5.500000000000000196e-05,4.375924150000000168e+02
9.090654499999999416e+01,5.500000000000000196e-05,4.375924160000000143e+02
9.091054499999999905e+01,5.500000000000000196e-05,4.375924170000000117e+02
9.091454500000000394e+01,5.399999999999999798e-05,4.375924190000000067e+02
9.091854499999999462e+01,5.399999999999999798e-05,4.375924200000000042e+02
9.092254499999999950e+01,5.399999999999999798e-05,4.375924210000000016e+02
9.092654500000000439e+01,5.399999999999999798e-05,4.375924229999999966e+02
9.093054499999999507e+01,5.300000000000000078e-05,4.375924239999999941e+02
9.093454499999999996e+01,5.300000000000000078e-05,4.375924249999999915e+02
9.093854500000000485e+01,5.300000000000000078e-05,4.375924269999999865e+02
9.094254499999999553e+01,5.300000000000000078e-05,4.375924279999999840e+02
9.094654500000000041e+01,5.199999999999999680e-05,4.375924289999999814e+02
9.095054500000000530e+01,5.199999999999999680e-05,4.375924309999999764e+02
9.095454499999999598e+01,5.199999999999999680e-05,4.375924319999999739e+02
9.095854500000000087e+01,5.199999999999999680e-05,4.375924330000000282e+02
9.096254500000000576e+01,5.099999999999999960e-05,4.375924350000000231e+02
9.096654499999999643e+01,5.099999999999999960e-05,4.375924360000000206e+02
9.097054400000000385e+01,5.099999999999999960e-05,4.375924370000000181e+02
9.097454399999999453e+01,5.099999999999999960e-05,4.375924390000000130e+02
9.097854399999999941e+01,5.000000000000000240e-05,4.375924400000000105e+02
9.098254400000000430e+01,5.000000000000000240e-05,4.375924410000000080e+02
9.098654399999999498e+01,5.000000000000000240e-05,4.375924420000000055e+02
9.099054399999999987e+01,4.899999999999999842e-05,4.375924440000000004e+02
9.099454400000000476e+01,4.899999999999999842e-05,4.375924449999999979e+02
9.099854399999999544e+01,4.899999999999999842e-05,4.375924459999999954e+02
9.100254400000000032e+01,4.899999999999999842e-05,4.375924469999999928e+02
9.100654400000000521e+01,4.800000000000000122e-05,4.375924489999999878e+02
9.101054399999999589e+01,4.800000000000000122e-05,4.375924499999999853e+02
9.101454400000000078e+01,4.800000000000000122e-05,4.375924509999999827e+02
9.101854400000000567e+01,4.800000000000000122e-05,4.375924519999999802e+02
9.102254399999999634e+01,4.699999999999999724e-05,4.375924529999999777e+02
9.102654400000000123e+01,4.699999999999999724e-05,4.375924549999999726e+02
9.103054400000000612e+01,4.699999999999999724e-05,4.375924560000000270e+02
9.103454299999999932e+01,4.699999999999999724e-05,4.375924570000000244e+02
9.103854300000000421e+01,4.699999999999999724e-05,4.375924580000000219e+02
9.104254299999999489e+01,4.600000000000000004e-05,4.375924590000000194e+02
9.104654299999999978e+01,4.600000000000000004e-05,4.375924610000000143e+02
9.105054300000000467e+01,4.600000000000000004e-05,4.375924620000000118e+02
9.105454299999999535e+01,4.600000000000000004e-05,4.375924630000000093e+02
9.105854300000000023e+01,4.500000000000000283e-05,4.375924640000000068e+02
9.106254300000000512e+01,4.500000000000000283e-05,4.375924650000000042e+02
9.106654299999999580e+01,4.500000000000000283e-05,4.375924660000000017e+02
9.107054300000000069e+01,4.500000000000000283e-05,4.375924669999999992e+02
9.107454300000000558e+01,4.500000000000000283e-05,4.375924679999999967e+02
9.107854299999999625e+01,4.399999999999999886e-05,4.375924699999999916e+02
9.108254300000000114e+01,4.399999999999999886e-05,4.375924709999999891e+02
9.108654300000000603e+01,4.399999999999999886e-05,4.375924719999999866e+02
9.109054299999999671e+01,4.399999999999999886e-05,4.375924729999999840e+02
9.109454200000000412e+01,4.399999999999999886e-05,4.375924739999999815e+02
9.109854199999999480e+01,4.300000000000000165e-05,4.375924749999999790e+02
9.110254199999999969e+01,4.300000000000000165e-05,4.375924759999999765e+02
9.110654200000000458e+01,4.300000000000000165e-05,4.375924769999999739e+02
9.111054199999999526e+01,4.300000000000000165e-05,4.375924780000000283e+02
9.111454200000000014e+01,4.300000000000000165e-05,4.375924800000000232e+02
9.111854200000000503e+01,4.199999999999999768e-05,4.375924810000000207e+02
9.112254199999999571e+01,4.199999999999999768e-05,4.375924820000000182e+02
9.112654200000000060e+01,4.199999999999999768e-05,4.375924830000000156e+02
9.113054200000000549e+01,4.199999999999999768e-05,4.375924840000000131e+02
9.113454199999999616e+01,4.199999999999999768e-05,4.375924850000000106e+02
9.113854200000000105e+01,4.100000000000000047e-05,4.375924860000000081e+02
9.114254200000000594e+01,4.100000000000000047e-05,4.375924870000000055e+02
9.114654199999999662e+01,4.100000000000000047e-05,4.375924880000000030e+02
9.115054200000000151e+01,4.100000000000000047e-05,4.375924890000000005e+02
9.115454200000000640e+01,4.100000000000000047e-05,4.375924899999999980e+02
9.115854099999999960e+01,4.000000000000000327e-05,4.375924909999999954e+02
9.116254100000000449e+01,4.000000000000000327e-05,4.375924919999999929e+02
9.116654099999999517e+01,4.000000000000000327e-05,4.375924929999999904e+02
9.117054100000000005e+01,4.000000000000000327e-05,4.375924939999999879e+02
9.117454100000000494e+01,4.000000000000000327e-05,4.375924949999999853e+02
9.117854099999999562e+01,3.899999999999999929e-05,4.375924959999999828e+02
9.118254100000000051e+01,3.899999999999999929e-05,4.375924969999999803e+02
9.118654100000000540e+01,3.899999999999999929e-05,4.375924979999999778e+02
9.119054099999999607e+01,3.899999999999999929e-05,4.375924989999999752e+02
9.119454100000000096e+01,3.899999999999999929e-05,4.375924999999999727e+02
9.119854100000000585e+01,3.899999999999999929e-05,4.375925010000000270e+02
9.120254099999999653e+01,3.800000000000000209e-05,4.375925020000000245e+02
9.120654100000000142e+01,3.800000000000000209e-05,4.375925030000000220e+02
9.121054100000000631e+01,3.800000000000000209e-05,4.375925040000000195e+02
9.121454099999999698e+01,3.800000000000000209e-05,4.375925050000000169e+02
9.121854100000000187e+01,3.800000000000000209e-05,4.375925060000000144e+02
9.122253999999999508e+01,3.800000000000000209e-05,4.375925070000000119e+02
9.122653999999999996e+01,3.699999999999999811e-05,4.375925080000000094e+02
9.123054000000000485e+01,3.699999999999999811e-05,4.375925090000000068e+02
9.123453999999999553e+01,3.699999999999999811e-05,4.375925100000000043e+02
9.123854000000000042e+01,3.699999999999999811e-05,4.375925110000000018e+02
9.124254000000000531e+01,3.699999999999999811e-05,4.375925110000000018e+02
9.124653999999999598e+01,3.699999999999999811e-05,4.375925119999999993e+02
9.125054000000000087e+01,3.699999999999999811e-05,4.375925129999999967e+02
9.125454000000000576e+01,3.600000000000000091e-05,4.375925139999999942e+02
9.125853999999999644e+01,3.600000000000000091e-05,4.375925149999999917e+02
9.126254000000000133e+01,3.600000000000000091e-05,4.375925159999999892e+02
9.126654000000000622e+01,3.600000000000000091e-05,4.375925169999999866e+02
9.127053999999999689e+01,3.600000000000000091e-05,4.375925179999999841e+02
9.127454000000000178e+01,3.600000000000000091e-05,4.375925189999999816e+02
9.127854000000000667e+01,3.600000000000000091e-05,4.375925199999999791e+02
9.128253899999999987e+01,3.499999999999999693e-05,4.375925209999999765e+02
9.128653900000000476e+01,3.499999999999999693e-05,4.375925209999999765e+02
9.129053899999999544e+01,3.499999999999999693e-05,4.375925219999999740e+02
9.129453900000000033e+01,3.499999999999999693e-05,4.375925230000000283e+02
9.129853900000000522e+01,3.499999999999999693e-05,4.375925240000000258e+02
9.130253899999999589e+01,3.499999999999999693e-05,4.375925250000000233e+02
9.130653900000000078e+01,3.499999999999999693e-05,4.375925260000000208e+02
9.131053900000000567e+01,3.499999999999999693e-05,4.375925270000000182e+02
9.131453899999999635e+01,3.399999999999999973e-05,4.375925280000000157e+02
9.131853900000000124e+01,3.399999999999999973e-05,4.375925280000000157e+02
9.132253900000000613e+01,3.399999999999999973e-05,4.375925290000000132e+02
9.132653899999999680e+01,3.399999999999999973e-05,4.375925300000000107e+02
9.133053900000000169e+01,3.399999999999999973e-05,4.375925310000000081e+02
9.133453900000000658e+01,3.399999999999999973e-05,4.375925320000000056e+02
9.133853899999999726e+01,3.399999999999999973e-05,4.375925330000000031e+02
9.134253900000000215e+01,3.399999999999999973e-05,4.375925340000000006e+02
9.134653799999999535e+01,3.399999999999999973e-05,4.375925340000000006e+02
9.135053800000000024e+01,3.399999999999999973e-05,4.375925349999999980e+02
9.135453800000000513e+01,3.300000000000000253e-05,4.375925359999999955e+02
9.135853799999999580e+01,3.300000000000000253e-05,4.375925369999999930e+02
9.136253800000000069e+01,3.300000000000000253e-05,4.375925379999999905e+02
9.136653800000000558e+01,3.300000000000000253e-05,4.375925389999999879e+02
9.137053799999999626e+01,3.300000000000000253e-05,4.375925399999999854e+02
9.137453800000000115e+01,3.300000000000000253e-05,4.375925399999999854e+02
9.137853800000000604e+01,3.300000000000000253e-05,4.375925409999999829e+02
9.138253799999999671e+01,3.300000000000000253e-05,4.375925419999999804e+02
9.138653800000000160e+01,3.300000000000000253e-05,4.375925429999999778e+02
9.139053800000000649e+01,3.300000000000000253e-05,4.375925439999999753e+02
9.139453799999999717e+01,3.199999999999999855e-05,4.375925439999999753e+02
9.139853800000000206e+01,3.199999999999999855e-05,4.375925449999999728e+02
9.140253800000000695e+01,3.199999999999999855e-05,4.375925460000000271e+02
9.140653700000000015e+01,3.199999999999999855e-05,4.375925470000000246e+02
9.141053700000000504e+01,3.199999999999999855e-05,4.375925480000000221e+02
9.141453699999999571e+01,3.199999999999999855e-05,4.375925490000000195e+02
9.141853700000000060e+01,3.199999999999999855e-05,4.375925490000000195e+02
9.142253700000000549e+01,3.199999999999999855e-05,4.375925500000000170e+02
9.142653699999999617e+01,3.199999999999999855e-05,4.375925510000000145e+02
9.143053700000000106e+01,3.199999999999999855e-05,4.375925520000000120e+02
9.143453700000000595e+01,3.100000000000000135e-05,4.375925530000000094e+02
9.143853699999999662e+01,3.100000000000000135e-05,4.375925530000000094e+02
9.144253700000000151e+01,3.100000000000000135e-05,4.375925540000000069e+02
9.144653700000000640e+01,3.100000000000000135e-05,4.375925550000000044e+02
9.145053699999999708e+01,3.100000000000000135e-05,4.375925560000000019e+02
9.145453700000000197e+01,3.100000000000000135e-05,4.375925560000000019e+02
9.145853700000000686e+01,3.100000000000000135e-05,4.375925569999999993e+02
9.146253699999999753e+01,3.100000000000000135e-05,4.375925579999999968e+02
9.146653700000000242e+01,3.100000000000000135e-05,4.375925589999999943e+02
9.147053599999999562e+01,3.100000000000000135e-05,4.375925599999999918e+02
9.147453600000000051e+01,3.100000000000000135e-05,4.375925599999999918e+02
9.147853600000000540e+01,3.100000000000000135e-05,4.375925609999999892e+02
9.148253599999999608e+01,3.100000000000000135e-05,4.375925619999999867e+02
9.148653600000000097e+01,3.000000000000000076e-05,4.375925629999999842e+02
9.149053600000000586e+01,3.000000000000000076e-05,4.375925629999999842e+02
9.149453599999999653e+01,3.000000000000000076e-05,4.375925639999999817e+02
9.149853600000000142e+01,3.000000000000000076e-05,4.375925649999999791e+02
9.150253600000000631e+01,3.000000000000000076e-05,4.375925659999999766e+02
9.150653599999999699e+01,3.000000000000000076e-05,4.375925659999999766e+02
9.151053600000000188e+01,3.000000000000000076e-05,4.375925669999999741e+02
9.151453600000000677e+01,3.000000000000000076e-05,4.375925680000000284e+02
9.151853599999999744e+01,3.000000000000000076e-05,4.375925690000000259e+02
9.152253600000000233e+01,3.000000000000000076e-05,4.375925690000000259e+02
9.152653599999999301e+01,3.000000000000000076e-05,4.375925700000000234e+02
9.153053599999999790e+01,3.000000000000000076e-05,4.375925710000000208e+02
9.153453500000000531e+01,3.000000000000000076e-05,4.375925720000000183e+02
9.153853499999999599e+01,3.000000000000000076e-05,4.375925720000000183e+02
9.154253500000000088e+01,3.000000000000000076e-05,4.375925730000000158e+02
9.154653500000000577e+01,3.000000000000000076e-05,4.375925740000000133e+02
9.155053499999999644e+01,3.000000000000000076e-05,4.375925750000000107e+02
9.155453500000000133e+01,3.000000000000000076e-05,4.375925760000000082e+02
9.155853500000000622e+01,2.900000000000000017e-05,4.375925760000000082e+02
9.156253499999999690e+01,2.900000000000000017e-05,4.375925770000000057e+02
9.156653500000000179e+01,2.900000000000000017e-05,4.375925780000000032e+02
9.157053500000000668e+01,2.900000000000000017e-05,4.375925780000000032e+02
9.157453499999999735e+01,2.900000000000000017e-05,4.375925790000000006e+02
9.157853500000000224e+01,2.900000000000000017e-05,4.375925799999999981e+02
9.158253499999999292e+01,2.900000000000000017e-05,4.375925809999999956e+02
9.158653499999999781e+01,2.900000000000000017e-05,4.375925809999999956e+02
9.159053500000000270e+01,2.900000000000000017e-05,4.375925819999999931e+02
9.159453399999999590e+01,2.900000000000000017e-05,4.375925829999999905e+02
9.159853400000000079e+01,2.900000000000000017e-05,4.375925839999999880e+02
9.160253400000000568e+01,2.900000000000000017e-05,4.375925839999999880e+02
9.160653399999999635e+01,2.900000000000000017e-05,4.375925849999999855e+02
9.161053400000000124e+01,2.900000000000000017e-05,4.375925859999999830e+02
9.161453400000000613e+01,2.900000000000000017e-05,4.375925859999999830e+02
9.161853399999999681e+01,2.900000000000000017e-05,4.375925869999999804e+02
9.162253400000000170e+01,2.900000000000000017e-05,4.375925879999999779e+02
9.162653400000000659e+01,2.900000000000000017e-05,4.375925889999999754e+02
9.163053399999999726e+01,2.799999999999999958e-05,4.375925889999999754e+02
9.163453400000000215e+01,2.799999999999999958e-05,4.375925899999999729e+02
9.163853400000000704e+01,2.799999999999999958e-05,4.375925910000000272e+02
9.164253399999999772e+01,2.799999999999999958e-05,4.375925920000000247e+02
9.164653400000000261e+01,2.799999999999999958e-05,4.375925920000000247e+02
9.165053399999999328e+01,2.799999999999999958e-05,4.375925930000000221e+02
9.165453399999999817e+01,2.799999999999999958e-05,4.375925940000000196e+02
9.165853300000000559e+01,2.799999999999999958e-05,4.375925940000000196e+02
9.166253299999999626e+01,2.799999999999999958e-05,4.375925950000000171e+02
9.166653300000000115e+01,2.799999999999999958e-05,4.375925960000000146e+02
9.167053300000000604e+01,2.799999999999999958e-05,4.375925960000000146e+02
9.167453299999999672e+01,2.799999999999999958e-05,4.375925970000000120e+02
9.167853300000000161e+01,2.799999999999999958e-05,4.375925980000000095e+02
9.168253300000000650e+01,2.799999999999999958e-05,4.375925990000000070e+02
9.168653299999999717e+01,2.799999999999999958e-05,4.375925990000000070e+02
9.169053300000000206e+01,2.799999999999999958e-05,4.375926000000000045e+02
9.169453300000000695e+01,2.799999999999999958e-05,4.375926010000000019e+02
9.169853299999999763e+01,2.799999999999999958e-05,4.375926010000000019e+02
9.170253300000000252e+01,2.799999999999999958e-05,4.375926019999999994e+02
9.170653299999999319e+01,2.799999999999999958e-05,4.375926029999999969e+02
9.171053299999999808e+01,2.799999999999999958e-05,4.375926029999999969e+02
9.171453300000000297e+01,2.799999999999999958e-05,4.375926039999999944e+02
9.171853299999999365e+01,2.799999999999999958e-05,4.375926049999999918e+02
9.172253200000000106e+01,2.799999999999999958e-05,4.375926059999999893e+02
9.172653200000000595e+01,2.799999999999999958e-05,4.375926059999999893e+02
9.173053199999999663e+01,2.799999999999999958e-05,4.375926069999999868e+02
9.173453200000000152e+01,2.799999999999999958e-05,4.375926079999999843e+02
9.173853200000000641e+01,2.799999999999999958e-05,4.375926079999999843e+02
9.174253199999999708e+01,2.799999999999999958e-05,4.375926089999999817e+02
9.174653200000000197e+01,2.799999999999999958e-05,4.375926099999999792e+02
9.175053200000000686e+01,2.799999999999999958e-05,4.375926109999999767e+02
9.175453199999999754e+01,2.799999999999999958e-05,4.375926109999999767e+02
9.175853200000000243e+01,2.799999999999999958e-05,4.375926119999999742e+02
9.176253199999999310e+01,2.799999999999999958e-05,4.375926129999999716e+02
9.176653199999999799e+01,2.799999999999999958e-05,4.375926129999999716e+02
9.177053200000000288e+01,2.799999999999999958e-05,4.375926140000000260e+02
9.177453199999999356e+01,2.799999999999999958e-05,4.375926150000000234e+02
9.177853199999999845e+01,2.799999999999999958e-05,4.375926150000000234e+02
9.178253100000000586e+01,2.799999999999999958e-05,4.375926160000000209e+02
9.178653099999999654e+01,2.799999999999999958e-05,4.375926170000000184e+02
9.179053100000000143e+01,2.799999999999999958e-05,4.375926180000000159e+02
9.179453100000000632e+01,2.799999999999999958e-05,4.375926180000000159e+02
9.179853099999999699e+01,2.699999999999999899e-05,4.375926190000000133e+02
9.180253100000000188e+01,2.699999999999999899e-05,4.375926200000000108e+02
9.180653100000000677e+01,2.699999999999999899e-05,4.375926200000000108e+02
9.181053099999999745e+01,2.699999999999999899e-05,4.375926210000000083e+02
9.181453100000000234e+01,2.699999999999999899e-05,4.375926220000000058e+02
9.181853099999999301e+01,2.699999999999999899e-05,4.375926220000000058e+02
9.182253099999999790e+01,2.699999999999999899e-05,4.375926230000000032e+02
9.182653100000000279e+01,2.699999999999999899e-05,4.375926240000000007e+02
9.183053099999999347e+01,2.699999999999999899e-05,4.375926240000000007e+02
9.183453099999999836e+01,2.699999999999999899e-05,4.375926249999999982e+02
9.183853100000000325e+01,2.699999999999999899e-05,4.375926259999999957e+02
9.184253099999999392e+01,2.699999999999999899e-05,4.375926259999999957e+02
9.184653000000000134e+01,2.699999999999999899e-05,4.375926269999999931e+02
9.185053000000000623e+01,2.699999999999999899e-05,4.375926279999999906e+02
9.185452999999999690e+01,2.699999999999999899e-05,4.375926279999999906e+02
9.185853000000000179e+01,2.699999999999999899e-05,4.375926289999999881e+02
9.186253000000000668e+01,2.699999999999999899e-05,4.375926299999999856e+02
9.186652999999999736e+01,2.699999999999999899e-05,4.375926309999999830e+02
9.187053000000000225e+01,2.699999999999999899e-05,4.375926309999999830e+02
9.187452999999999292e+01,2.699999999999999899e-05,4.375926319999999805e+02
9.187852999999999781e+01,2.699999999999999899e-05,4.375926329999999780e+02
9.188253000000000270e+01,2.699999999999999899e-05,4.375926329999999780e+02
9.188652999999999338e+01,2.799999999999999958e-05,4.375926339999999755e+02
9.189052999999999827e+01,2.799999999999999958e-05,4.375926349999999729e+02
9.189453000000000316e+01,2.799999999999999958e-05,4.375926349999999729e+02
9.189852999999999383e+01,2.799999999999999958e-05,4.375926360000000273e+02
9.190252999999999872e+01,2.799999999999999958e-05,4.375926370000000247e+02
9.190652900000000614e+01,2.799999999999999958e-05,4.375926370000000247e+02
9.191052899999999681e+01,2.799999999999999958e-05,4.375926380000000222e+02
9.191452900000000170e+01,2.799999999999999958e-05,4.375926390000000197e+02
9.191852900000000659e+01,2.799999999999999958e-05,4.375926400000000172e+02
9.192252899999999727e+01,2.799999999999999958e-05,4.375926400000000172e+02
9.192652900000000216e+01,2.799999999999999958e-05,4.375926410000000146e+02
9.193052900000000704e+01,2.799999999999999958e-05,4.375926420000000121e+02
9.193452899999999772e+01,2.799999999999999958e-05,4.375926420000000121e+02
9.193852900000000261e+01,2.799999999999999958e-05,4.375926430000000096e+02
9.194252899999999329e+01,2.799999999999999958e-05,4.375926440000000071e+02
9.194652899999999818e+01,2.799999999999999958e-05,4.375926440000000071e+02
9.195052900000000307e+01,2.799999999999999958e-05,4.375926450000000045e+02
9.195452899999999374e+01,2.799999999999999958e-05,4.375926460000000020e+02
9.195852899999999863e+01,2.799999999999999958e-05,4.375926469999999995e+02
9.196252900000000352e+01,2.799999999999999958e-05,4.375926469999999995e+02
9.196652899999999420e+01,2.799999999999999958e-05,4.375926479999999970e+02
9.197052800000000161e+01,2.799999999999999958e-05,4.375926489999999944e+02
9.197452800000000650e+01,2.799999999999999958e-05,4.375926489999999944e+02
9.197852799999999718e+01,2.799999999999999958e-05,4.375926499999999919e+02
9.198252800000000207e+01,2.799999999999999958e-05,4.375926509999999894e+02
9.198652800000000695e+01,2.799999999999999958e-05,4.375926509999999894e+02
9.199052799999999763e+01,2.799999999999999958e-05,4.375926519999999869e+02
9.199452800000000252e+01,2.799999999999999958e-05,4.375926529999999843e+02
9.199852799999999320e+01,2.799999999999999958e-05,4.375926539999999818e+02
9.200252799999999809e+01,2.799999999999999958e-05,4.375926539999999818e+02
9.200652800000000298e+01,2.799999999999999958e-05,4.375926549999999793e+02
9.201052799999999365e+01,2.799999999999999958e-05,4.375926559999999768e+02
9.201452799999999854e+01,2.799999999999999958e-05,4.375926559999999768e+02
9.201852800000000343e+01,2.799999999999999958e-05,4.375926569999999742e+02
9.202252799999999411e+01,2.799999999999999958e-05,4.375926579999999717e+02
9.202652799999999900e+01,2.799999999999999958e-05,4.375926590000000260e+02
9.203052800000000389e+01,2.799999999999999958e-05,4.375926590000000260e+02
9.203452699999999709e+01,2.799999999999999958e-05,4.375926600000000235e+02
9.203852700000000198e+01,2.799999999999999958e-05,4.375926610000000210e+02
9.204252700000000686e+01,2.799999999999999958e-05,4.375926610000000210e+02
9.204652699999999754e+01,2.799999999999999958e-05,4.375926620000000185e+02
9.205052700000000243e+01,2.799999999999999958e-05,4.375926630000000159e+02
9.205452699999999311e+01,2.799999999999999958e-05,4.375926630000000159e+02
9.205852699999999800e+01,2.799999999999999958e-05,4.375926640000000134e+02
9.206252700000000289e+01,2.799999999999999958e-05,4.375926650000000109e+02
9.206652699999999356e+01,2.900000000000000017e-05,4.375926660000000084e+02
9.207052699999999845e+01,2.900000000000000017e-05,4.375926660000000084e+02
9.207452700000000334e+01,2.900000000000000017e-05,4.375926670000000058e+02
9.207852699999999402e+01,2.900000000000000017e-05,4.375926680000000033e+02
9.208252699999999891e+01,2.900000000000000017e-05,4.375926680000000033e+02
9.208652700000000380e+01,2.900000000000000017e-05,4.375926690000000008e+02
9.209052699999999447e+01,2.900000000000000017e-05,4.375926699999999983e+02
9.209452600000000189e+01,2.900000000000000017e-05,4.375926709999999957e+02
9.209852600000000677e+01,2.900000000000000017e-05,4.375926709999999957e+02
9.210252599999999745e+01,2.900000000000000017e-05,4.375926719999999932e+02
9.210652600000000234e+01,2.900000000000000017e-05,4.375926729999999907e+02
9.211052599999999302e+01,2.900000000000000017e-05,4.375926739999999882e+02
9.211452599999999791e+01,2.900000000000000017e-05,4.375926739999999882e+02
9.211852600000000280e+01,2.900000000000000017e-05,4.375926749999999856e+02
9.212252599999999347e+01,2.900000000000000017e-05,4.375926759999999831e+02
9.212652599999999836e+01,2.900000000000000017e-05,4.375926759999999831e+02
9.213052600000000325e+01,2.900000000000000017e-05,4.375926769999999806e+02
9.213452599999999393e+01,2.900000000000000017e-05,4.375926779999999781e+02
9.213852599999999882e+01,3.000000000000000076e-05,4.375926789999999755e+02
9.214252600000000371e+01,3.000000000000000076e-05,4.375926789999999755e+02
9.214652599999999438e+01,3.000000000000000076e-05,4.375926799999999730e+02
9.215052599999999927e+01,3.000000000000000076e-05,4.375926810000000273e+02
9.215452600000000416e+01,3.000000000000000076e-05,4.375926820000000248e+02
9.215852499999999736e+01,3.000000000000000076e-05,4.375926820000000248e+02
9.216252500000000225e+01,3.000000000000000076e-05,4.375926830000000223e+02
9.216652499999999293e+01,3.000000000000000076e-05,4.375926840000000198e+02
9.217052499999999782e+01,3.000000000000000076e-05,4.375926850000000172e+02
9.217452500000000271e+01,3.000000000000000076e-05,4.375926850000000172e+02
9.217852499999999338e+01,3.000000000000000076e-05,4.375926860000000147e+02
9.218252499999999827e+01,3.000000000000000076e-05,4.375926870000000122e+02
9.218652500000000316e+01,3.000000000000000076e-05,4.375926880000000097e+02
9.219052499999999384e+01,3.000000000000000076e-05,4.375926880000000097e+02
9.219452499999999873e+01,3.100000000000000135e-05,4.375926890000000071e+02
9.219852500000000362e+01,3.100000000000000135e-05,4.375926900000000046e+02
9.220252499999999429e+01,3.100000000000000135e-05,4.375926910000000021e+02
9.220652499999999918e+01,3.100000000000000135e-05,4.375926919999999996e+02
9.221052500000000407e+01,3.100000000000000135e-05,4.375926919999999996e+02
9.221452499999999475e+01,3.100000000000000135e-05,4.375926929999999970e+02
9.221852499999999964e+01,3.100000000000000135e-05,4.375926939999999945e+02
9.222252400000000705e+01,3.100000000000000135e-05,4.375926949999999920e+02
9.222652399999999773e+01,3.100000000000000135e-05,4.375926949999999920e+02
9.223052400000000262e+01,3.100000000000000135e-05,4.375926959999999895e+02
9.223452399999999329e+01,3.100000000000000135e-05,4.375926969999999869e+02
9.223852399999999818e+01,3.199999999999999855e-05,4.375926979999999844e+02
9.224252400000000307e+01,3.199999999999999855e-05,4.375926989999999819e+02
9.224652399999999375e+01,3.199999999999999855e-05,4.375926989999999819e+02
9.225052399999999864e+01,3.199999999999999855e-05,4.375926999999999794e+02
9.225452400000000353e+01,3.199999999999999855e-05,4.375927009999999768e+02
9.225852399999999420e+01,3.199999999999999855e-05,4.375927019999999743e+02
9.226252399999999909e+01,3.199999999999999855e-05,4.375927029999999718e+02
9.226652400000000398e+01,3.199999999999999855e-05,4.375927029999999718e+02
9.227052399999999466e+01,3.199999999999999855e-05,4.375927040000000261e+02
9.227452399999999955e+01,3.300000000000000253e-05,4.375927050000000236e+02
